ID,CS,SQI
2794,3017,20322
2795,3017,20322
2796,3017,20322
2797,3017,20322
2798,3018,20327
2799,3018,20327
2800,3018,20327
2801,3018,20327
2802,3039,20393
2803,3046,20424
2804,3046,20424
2805,3046,20424
2806,3046,20424
2807,3046,20424
2808,3046,20424
2809,3047,20421
2810,3043,20326
2811,3045,20330
2812,3044,20322
2813,3044,20322
2814,3044,20316
2815,3044,20316
2816,3052,20340
2817,3052,20340
2818,3052,20340
2819,3052,20340
2820,3052,20340
2821,3052,20340
2822,3052,20341
2823,3052,20341
2824,3052,20341
2825,3052,20341
2826,3053,20343
2827,3053,20343
2828,3053,20343
2829,3053,20343
2830,3049,20330
2831,3049,20330
2832,3049,20330
2833,3049,20330
2834,3051,20340
2835,3051,20341
2836,3058,20363
2837,3059,20343
2838,3060,20345
2839,3060,20345
2840,3060,20345
2841,3060,20345
2842,3084,20479
2843,3085,20483
2844,3085,20481
2845,3100,20714
2846,3100,20708
2847,3100,20708
2848,3100,20708
2849,3100,20708
2850,3171,21332
2851,3172,21334
2852,3172,21334
2853,3172,21334
2854,3172,21334
2855,3172,21336
2856,3172,21336
2857,3173,21338
2858,3173,21338
2859,3171,21274
2860,3130,20908
2861,3130,20908
2862,3130,20908
2863,3130,20908
2864,3145,20997
2865,3146,21002
2866,3158,21177
2867,3158,21177
2868,3156,21173
2869,3156,21173
2870,3152,21168
2871,3153,21170
2872,3153,21170
2873,3153,21170
2874,3153,21170
2875,3153,21172
2876,3153,21172
2877,3163,21210
2878,3164,21213
2879,3164,21213
2880,3171,21254
2881,3171,21254
2882,3170,21244
2883,3207,21562
2884,3207,21562
2885,3207,21562
2886,3260,21965
2887,3260,21965
2888,3260,21965
2889,3260,21965
2890,3260,21965
2891,3327,22356
2892,3327,22356
2893,3314,22291
2894,3311,22241
2895,3311,22241
2896,3308,22227
2897,3308,22229
2898,3303,22201
2899,3305,22172
2900,3305,22172
2901,3305,22172
2902,3305,22170
2903,3305,22170
2904,3306,22172
2905,3306,22172
2906,3306,22172
2907,3305,22162
2908,3305,22162
2909,3304,22222
2910,3304,22222
2911,3336,22278
2912,3337,22286
2913,3360,22351
2914,3360,22351
2915,3360,22351
2916,3360,22351
2917,3359,22346
2918,3361,22357
2919,3363,22358
2920,3363,22358
2921,3363,22358
2922,3413,22434
2923,3419,22454
2924,3427,22566
2925,3438,22590
2926,3441,22614
2927,3439,22599
2928,3457,22746
2929,3457,22746
2930,3456,22744
2931,3456,22744
2932,3456,22744
2933,3457,22752
2934,3457,22752
2935,3458,22760
2936,3460,22769
2937,3461,22769
2938,3460,22713
2939,3459,22681
2940,3458,22681
2941,3458,22681
2942,3461,22695
2943,3461,22695
2944,3461,22695
2945,3461,22695
2946,3466,22730
2947,3465,22725
2948,3465,22725
2949,3475,22825
2950,3475,22825
2951,3475,22825
2952,3474,22813
2953,3475,22792
2954,3475,22792
2955,3476,22794
2956,3476,22794
2957,3476,22794
2958,3479,22803
2959,3479,22803
2960,3476,22800
2961,3476,22800
2962,3476,22800
2963,3508,23075
2964,3477,22855
2965,3480,22872
2966,3479,22870
2967,3502,23008
2968,3502,23008
2969,3502,23008
2970,3503,23018
2971,3502,23026
2972,3502,23026
2973,3502,23026
2974,3502,23026
2975,3500,23022
2976,3500,23022
2977,3501,23024
2978,3501,23024
2979,3501,23024
2980,3487,22889
2981,3517,23071
2982,3517,23071
2983,3517,23071
2984,3517,23071
2985,3516,23069
2986,3518,23073
2987,3518,23078
2988,3519,23083
2989,3521,23098
2990,3521,23098
2991,3525,23115
2992,3525,23115
2993,3525,23113
2994,3268,21751
2995,3534,23103
2996,3526,23115
2997,3526,23115
2998,3526,23115
2999,3530,23141
3000,3534,23149
3001,3535,23161
3002,3535,23161
3003,3534,23164
3004,3537,23178
3005,3540,23189
3006,3540,23187
3007,3540,23189
3008,3540,23189
3009,3538,23174
3010,3539,23191
3011,3539,23191
3012,3542,23197
3013,3542,23197
3014,3544,23209
3015,3544,23209
3016,3543,23204
3017,3544,23207
3018,3544,23204
3019,3544,23204
3020,3544,23204
3021,3545,23212
3022,3544,23210
3023,3545,23215
3024,3546,23215
3025,3546,23215
3026,3546,23215
3027,3548,23219
3028,3548,23219
3029,3548,23219
3030,3548,23219
3031,3550,23234
3032,3550,23234
3033,3550,23234
3034,3550,23233
3035,3550,23233
3036,3550,23233
3037,3551,23235
3038,3553,23239
3039,3552,23229
3040,3552,23229
3041,3550,23225
3042,3549,23220
3043,3549,23220
3044,3557,23255
3045,3558,23258
3046,3558,23258
3047,3558,23258
3048,3558,23258
3049,3560,23274
3050,3560,23274
3051,3562,23280
3052,3562,23280
3053,3562,23280
3054,3562,23280
3055,3562,23280
3056,3562,23280
3057,3564,23302
3058,3565,23304
3059,3565,23304
3060,3565,23302
3061,3566,23326
3062,3575,23383
3063,3574,23394
3064,3573,23372
3065,3573,23372
3066,3573,23372
3067,3573,23369
3068,3571,23365
3069,3571,23367
3070,3571,23367
3071,3571,23367
3072,3571,23367
3073,3572,23377
3074,3578,23410
3075,3579,23418
3076,3579,23418
3077,3577,23416
3078,3579,23441
3079,3579,23441
3080,3581,23463
3081,3579,23427
3082,3574,23397
3083,3574,23397
3084,3574,23397
3085,3572,23357
3086,3572,23357
3087,3572,23357
3088,3572,23357
3089,3572,23357
3090,3572,23357
3091,3573,23359
3092,3575,23363
3093,3575,23371
3094,3573,23349
3095,3573,23349
3096,3576,23361
3097,3585,23411
3098,3585,23411
3099,3587,23421
3100,3587,23421
3101,3584,23408
3102,3584,23408
3103,3584,23408
3104,3584,23408
3105,3582,23404
3106,3350,20260
3107,3347,20250
3108,3348,20255
3109,3348,20255
3110,3348,20255
3111,3349,20260
3112,3349,20260
3113,3347,20253
3114,3347,20253
3115,3350,20280
3116,3351,20288
3117,3351,20288
3118,3351,20288
3119,3351,20288
3120,3353,20298
3121,3353,20298
3122,3353,20298
3123,3353,20298
3124,3409,20874
3125,3409,20874
3126,3409,20874
3127,3410,20898
3128,3410,20898
3129,3410,20898
3130,3410,20898
3131,3410,20898
3132,3410,20898
3133,3368,20309
3134,3369,20315
3135,3369,20315
3136,3369,20315
3137,3370,20320
3138,3370,20320
3139,3369,20318
3140,3370,20323
3141,3373,20351
3142,3373,20351
3143,3373,20351
3144,3376,20369
3145,3376,20369
3146,3374,20363
3147,3374,20363
3148,3374,20363
3149,3374,20363
3150,3374,20363
3151,3374,20363
3152,3375,20365
3153,3375,20365
3154,3375,20365
3155,3375,20367
3156,3375,20367
3157,3379,20381
3158,3379,20381
3159,3379,20381
3160,3385,20406
3161,3446,20810
3162,3446,20810
3163,3445,20808
3164,3445,20808
3165,3445,20808
3166,3445,20808
3167,3446,20813
3168,3459,20853
3169,3459,20853
3170,3461,20859
3171,3461,20859
3172,3461,20859
3173,3462,20867
3174,3461,20862
3175,3461,20862
3176,3461,20862
3177,3461,20862
3178,3461,20862
3179,3452,20823
3180,3452,20823
3181,3359,20292
3182,3359,20292
3183,3361,20299
3184,3360,20289
3185,3360,20289
3186,3359,20279
3187,3360,20284
3188,3361,20286
3189,3359,20276
3190,3359,20276
3191,3359,20276
3192,3359,20276
3193,3360,20278
3194,3358,20271
3195,3362,20303
3196,3368,20324
3197,3368,20324
3198,3383,20483
3199,3385,20509
3200,3385,20509
3201,3386,20511
3202,3386,20511
3203,3387,20522
3204,3383,20496
3205,3383,20496
3206,3383,20496
3207,3383,20496
3208,3383,20496
3209,3383,20496
3210,3384,20551
3211,3384,20551
3212,3385,20571
3213,3386,20579
3214,3391,20651
3215,3391,20651
3216,3391,20651
3217,3396,20659
3218,3395,20539
3219,3395,20539
3220,3395,20539
3221,3399,20597
3222,3400,20602
3223,3407,20669
3224,3405,20697
3225,3411,20733
3226,3411,20733
3227,3411,20733
3228,3355,20253
3229,3356,20265
3230,3359,20293
3231,3415,20777
3232,3415,20797
3233,3415,20797
3234,3415,20797
3235,3604,23666
3236,3604,23666
3237,3603,23660
3238,3603,23660
3239,3607,23688
3240,3607,23688
3241,3607,23688
3242,3607,23689
3243,3607,23689
3244,3608,23690
3245,3610,23697
3246,3614,23717
3247,3615,23750
3248,3615,23747
3249,3615,23747
3250,3615,23747
3251,3615,23747
3252,3615,23747
3253,3605,23657
3254,3604,23655
3255,3606,23660
3256,3606,23660
3257,3606,23660
3258,3606,23660
3259,3614,23714
3260,3614,23710
3261,3614,23710
3262,3611,23692
3263,3612,23701
3264,3612,23701
3265,3621,23797
3266,3622,23802
3267,3624,23811
3268,3626,23815
3269,3626,23815
3270,3626,23815
3271,3626,23815
3272,3626,23815
3273,3654,23940
3274,3652,23928
3275,3652,23928
3276,3652,23928
3277,3652,23928
3278,3654,23940
3279,3656,23944
3280,3656,23944
3281,3656,23944
3282,3656,23934
3283,3657,23936
3284,3658,23938
3285,3658,23938
3286,3652,23914
3287,3652,23914
3288,3652,23914
3289,3650,23910
3290,3656,23946
3291,3656,23946
3292,3656,23946
3293,3656,23946
3294,3656,23946
3295,3656,23946
3296,3656,23946
3297,3656,23946
3298,3656,23946
3299,3656,23938
3300,3657,23940
3301,3657,23940
3302,3657,23940
3303,3659,23947
3304,3659,23927
3305,3659,23927
3306,3659,23927
3307,3660,23929
3308,3660,23929
3309,3660,23929
3310,3660,23929
3311,3660,23929
3312,3660,23929
3313,3660,23929
3314,3660,23929
3315,3660,23929
3316,3660,23929
3317,3660,23929
3318,3660,23929
3319,3661,23931
3320,3661,23931
3321,3665,23960
3322,3669,23977
3323,3671,23983
3324,3671,23983
3325,3672,23984
3326,3672,23992
3327,3672,23992
3328,3674,23999
3329,3676,23998
3330,3675,23990
3331,3675,23990
3332,3675,23990
3333,3675,23990
3334,3675,23990
3335,3676,24000
3336,3678,24004
3337,3678,24004
3338,3678,24004
3339,3681,24026
3340,3681,24026
3341,3683,24038
3342,3693,24119
3343,3697,24126
3344,3697,24126
3345,3700,24132
3346,3700,24134
3347,3698,24130
3348,3698,24130
3349,3698,24130
3350,3698,24136
3351,3698,24136
3352,3697,24134
3353,3697,24140
3354,3697,24140
3355,3695,24110
3356,3695,24114
3357,3695,24110
3358,3695,24112
3359,3695,24112
3360,3695,24112
3361,3695,24112
3362,3695,24112
3363,3695,24112
3364,3695,24112
3365,3695,24112
3366,3695,24096
3367,3694,24094
3368,3683,24043
3369,3683,24043
3370,3685,24052
3371,3683,24042
3372,3684,24045
3373,3683,24043
3374,3683,24043
3375,3683,24043
3376,3683,24045
3377,3693,24145
3378,3693,24145
3379,3693,24145
3380,3693,24145
3381,3698,24184
3382,3698,24184
3383,3698,24184
3384,3698,24184
3385,3699,24186
3386,3699,24186
3387,3750,24669
3388,3753,24678
3389,3753,24678
3390,3743,24622
3391,3743,24622
3392,3743,24622
3393,3752,24640
3394,3753,24645
3395,3753,24645
3396,3751,24635
3397,3752,24637
3398,3755,24657
3399,3755,24657
3400,3756,24662
3401,3756,24662
3402,3756,24662
3403,3758,24647
3404,3758,24639
3405,3757,24631
3406,3757,24631
3407,3757,24631
3408,3757,24631
3409,3757,24631
3410,3757,24631
3411,3757,24631
3412,3757,24631
3413,3757,24631
3414,3757,24631
3415,3757,24631
3416,3759,24635
3417,3759,24635
3418,3759,24635
3419,3759,24635
3420,3765,24647
3421,3765,24647
3422,3765,24647
3423,3765,24647
3424,3765,24647
3425,3765,24647
3426,3765,24647
3427,3766,24663
3428,3765,24662
3429,3765,24662
3430,3765,24662
3431,3764,24657
3432,3764,24657
3433,3764,24658
3434,3764,24658
3435,3765,24664
3436,3763,24662
3437,3763,24662
3438,3763,24662
3439,3764,24667
3440,3764,24667
3441,3764,24668
3442,3767,24683
3443,3767,24683
3444,3767,24683
3445,3767,24683
3446,3767,24683
3447,3767,24683
3448,3767,24683
3449,3770,24686
3450,3770,24686
3451,3770,24686
3452,3770,24686
3453,3771,24706
3454,3769,24696
3455,3769,24696
3456,3776,24738
3457,3777,24740
3458,3777,24742
3459,3778,24744
3460,3778,24744
3461,3778,24744
3462,3776,24722
3463,3776,24722
3464,3776,24728
3465,3777,24740
3466,3778,24742
3467,3778,24742
3468,3778,24742
3469,3778,24742
3470,3778,24742
3471,3779,24744
3472,3780,24746
3473,3781,24751
3474,3782,24755
3475,3784,24765
3476,3784,24765
3477,3785,24713
3478,3786,24699
3479,3797,24732
3480,3820,24940
3481,3828,24978
3482,3828,24978
3483,3829,24980
3484,3829,24980
3485,3829,24980
3486,3829,24980
3487,3829,24980
3488,3829,24980
3489,3828,24975
3490,3828,24975
3491,3828,24975
3492,3828,24976
3493,3832,25021
3494,3832,25021
3495,3832,25021
3496,3847,25076
3497,3846,25076
3498,3847,25091
3499,3847,25091
3500,3847,25091
3501,3849,25088
3502,3849,25088
3503,3861,25122
3504,3862,25124
3505,3862,25124
3506,3862,25124
3507,3862,25124
3508,3862,25124
3509,3862,25124
3510,3862,25124
3511,3862,25124
3512,3890,25351
3513,3894,25361
3514,3900,25379
3515,3900,25382
3516,3901,25392
3517,3902,25394
3518,3902,25394
3519,3894,25361
3520,3894,25361
3521,3902,25394
3522,3930,25616
3523,3935,25619
3524,3936,25629
3525,3941,25673
3526,3944,25687
3527,3944,25687
3528,3946,25727
3529,3897,25398
3530,3897,25398
3531,3897,25398
3532,3912,25514
3533,3913,25536
3534,3914,25538
3535,3925,25567
3536,3922,25526
3537,3922,25526
3538,3922,25526
3539,3928,25576
3540,3945,25547
3541,3946,25555
3542,3946,25555
3543,3947,25571
3544,3947,25561
3545,3946,25547
3546,3968,25653
3547,3968,25653
3548,3968,25653
3549,3982,25689
3550,3909,25358
3551,3909,25358
3552,3909,25358
3553,3909,25358
3554,3909,25358
3555,3909,25359
3556,3909,25359
3557,3909,25359
3558,3909,25359
3559,3920,25399
3560,3920,25400
3561,3920,25400
3562,3920,25400
3563,3921,25410
3564,3921,25410
3565,3921,25410
3566,3912,25366
3567,3912,25366
3568,3912,25366
3569,3917,25388
3570,3923,25394
3571,3924,25408
3572,3925,25436
3573,3926,25438
3574,3935,25472
3575,3935,25469
3576,3936,25471
3577,3947,25562
3578,3943,25482
3579,3943,25482
3580,3943,25482
3581,3943,25482
3582,3941,25478
3583,3941,25478
3584,3944,25493
3585,3942,25481
3586,3942,25481
3587,3942,25481
3588,3939,25481
3589,3937,25461
3590,3937,25461
3591,3937,25461
3592,3937,25469
3593,3954,25527
3594,3954,25531
3595,3956,25541
3596,3959,25564
3597,3959,25564
3598,3994,25743
3599,3994,25743
3600,3994,25743
3601,3990,25733
3602,4144,26606
3603,4142,26631
3604,4143,26651
3605,4153,26674
3606,4153,26674
3607,4153,26674
3608,4160,26723
3609,4158,26714
3610,4158,26718
3611,4159,26720
3612,4159,26720
3613,4160,26722
3614,4160,26729
3615,4175,26762
3616,4173,26752
3617,4170,26746
3618,4173,26752
3619,4173,26752
3620,4173,26752
3621,4173,26752
3622,4173,26752
3623,4174,26772
3624,4174,26772
3625,4174,26772
3626,4175,26780
3627,4175,26780
3628,4175,26780
3629,4175,26780
3630,4175,26780
3631,4175,26780
3632,4175,26780
3633,4181,26792
3634,4180,26787
3635,4181,26786
3636,4181,26786
3637,4181,26786
3638,4181,26786
3639,4181,26791
3640,4181,26791
3641,4186,26807
3642,4183,26728
3643,4183,26728
3644,4183,26728
3645,4183,26728
3646,4183,26728
3647,4183,26728
3648,4183,26728
3649,4183,26724
3650,4183,26724
3651,4183,26726
3652,4185,26719
3653,4185,26719
3654,4183,26704
3655,4183,26704
3656,4184,26706
3657,4184,26706
3658,4183,26702
3659,4185,26698
3660,4183,26727
3661,4184,26729
3662,4185,26731
3663,4185,26731
3664,4185,26731
3665,4185,26731
3666,4191,26761
3667,4199,26801
3668,4199,26801
3669,4199,26801
3670,4200,26803
3671,4200,26803
3672,4201,26809
3673,4201,26809
3674,4201,26809
3675,4201,26809
3676,4201,26809
3677,4202,26817
3678,4202,26818
3679,4201,26816
3680,4202,26818
3681,4202,26818
3682,4206,26845
3683,4212,26905
3684,4212,26905
3685,4212,26905
3686,4212,26905
3687,4212,26907
3688,4216,26925
3689,4216,26925
3690,4221,26941
3691,4219,26934
3692,4240,27105
3693,4222,27015
3694,4229,27063
3695,4229,27063
3696,4228,27058
3697,4228,27058
3698,4228,27058
3699,4228,27058
3700,4228,27054
3701,4228,27054
3702,4232,27073
3703,4242,27200
3704,4242,27200
3705,4243,27207
3706,4273,27321
3707,4273,27321
3708,4273,27325
3709,4273,27326
3710,4273,27326
3711,4273,27326
3712,4273,27326
3713,4273,27314
3714,4287,27480
3715,4264,27355
3716,4287,27480
3717,4290,27494
3718,4292,27506
3719,4292,27506
3720,4299,27548
3721,4299,27548
3722,4298,27542
3723,4298,27542
3724,4298,27542
3725,4298,27542
3726,4298,27542
3727,4298,27542
3728,4298,27503
3729,4297,27489
3730,4297,27489
3731,4297,27489
3732,4297,27489
3733,4291,27441
3734,4291,27441
3735,4290,27433
3736,4292,27429
3737,4292,27423
3738,4285,27385
3739,4285,27385
3740,4286,27387
3741,4287,27405
3742,4288,27407
3743,4289,27409
3744,4294,27445
3745,4293,27419
3746,4323,27537
3747,4326,27545
3748,4327,27547
3749,4328,27549
3750,4328,27549
3751,4328,27549
3752,4332,27561
3753,4332,27562
3754,4332,27562
3755,4332,27568
3756,4336,27589
3757,4336,27589
3758,4336,27589
3759,4336,27589
3760,4336,27589
3761,4337,27588
3762,4337,27588
3763,4337,27588
3764,4327,27510
3765,4327,27510
3766,4339,27569
3767,4339,27569
3768,4339,27569
3769,4339,27569
3770,4339,27569
3771,4339,27569
3772,4340,27582
3773,4341,27584
3774,4341,27582
3775,4341,27582
3776,4341,27582
3777,4342,27581
3778,4342,27583
3779,4342,27584
3780,4342,27584
3781,4344,27583
3782,4344,27583
3783,4351,27633
3784,4351,27633
3785,4351,27633
3786,4355,27649
3787,4355,27649
3788,4355,27649
3789,4355,27649
3790,4355,27649
3791,4352,27611
3792,4352,27611
3793,4352,27611
3794,4352,27598
3795,4352,27598
3796,4349,27558
3797,4331,27507
3798,4331,27507
3799,4350,27560
3800,4350,27560
3801,4358,27649
3802,4358,27698
3803,4358,27698
3804,4358,27698
3805,4358,27712
3806,4358,27712
3807,4358,27712
3808,4293,26932
3809,4300,26966
3810,4300,26966
3811,4295,26916
3812,4295,26916
3813,4295,26916
3814,4295,26916
3815,4295,26916
3816,4295,26916
3817,4291,26876
3818,4292,26886
3819,4292,26886
3820,4292,26886
3821,4292,26888
3822,4291,26886
3823,4291,26886
3824,4294,26900
3825,4294,26900
3826,4294,26900
3827,4294,26900
3828,4294,26900
3829,4294,26900
3830,4295,26902
3831,4295,26902
3832,4295,26902
3833,4295,26902
3834,4296,26907
3835,4296,26907
3836,4296,26907
3837,4295,26905
3838,4295,26905
3839,4295,26905
3840,4295,26905
3841,4297,26921
3842,4297,26921
3843,4297,26921
3844,4297,26921
3845,4297,26921
3846,4297,26923
3847,4297,26923
3848,4297,26920
3849,4297,26920
3850,4297,26920
3851,4299,26930
3852,4302,26944
3853,4302,26944
3854,4299,26922
3855,4299,26922
3856,4299,26922
3857,4299,26922
3858,4295,26915
3859,4297,26923
3860,4298,26931
3861,4300,26953
3862,4302,26951
3863,4302,26951
3864,4302,26951
3865,4302,26955
3866,4302,26955
3867,4302,26955
3868,4303,26960
3869,4302,26955
3870,4301,26938
3871,4300,26936
3872,4300,26936
3873,4301,26948
3874,4301,26948
3875,4306,26979
3876,4307,26981
3877,4307,26981
3878,4307,26981
3879,4308,26983
3880,4308,26983
3881,4308,26983
3882,4308,26983
3883,4308,26983
3884,4308,26983
3885,4310,26993
3886,4310,26994
3887,4310,26994
3888,4310,26994
3889,4310,26994
3890,4310,26994
3891,4310,26994
3892,4310,27019
3893,4311,27021
3894,4311,27021
3895,4299,26942
3896,4299,26942
3897,4324,27102
3898,4324,27102
3899,4324,27102
3900,4325,27104
3901,4329,27130
3902,4329,27130
3903,4332,27148
3904,4332,27148
3905,4332,27148
3906,4332,27148
3907,4332,27148
3908,4335,27164
3909,4335,27164
3910,4340,27238
3911,4340,27238
3912,4340,27241
3913,4340,27241
3914,4340,27243
3915,4346,27280
3916,4346,27280
3917,4346,27280
3918,4346,27280
3919,4349,27302
3920,4350,27304
3921,4351,27307
3922,4351,27307
3923,4368,27328
3924,4368,27328
3925,4368,27328
3926,4368,27328
3927,4387,27465
3928,4391,27473
3929,4391,27473
3930,4391,27473
3931,4392,27481
3932,4393,27485
3933,4393,27485
3934,4394,27487
3935,4398,27495
3936,4398,27495
3937,4403,27505
3938,4405,27511
3939,4405,27511
3940,4405,27511
3941,4406,27515
3942,4406,27515
3943,4408,27522
3944,4409,27531
3945,4409,27531
3946,4410,27537
3947,4410,27537
3948,4410,27537
3949,4412,27543
3950,4412,27543
3951,4412,27543
3952,4412,27543
3953,4412,27554
3954,4414,27566
3955,4413,27561
3956,4414,27564
3957,4402,27499
3958,4402,27499
3959,4402,27499
3960,4402,27499
3961,4405,27514
3962,4406,27518
3963,4406,27518
3964,4406,27518
3965,4406,27518
3966,4406,27518
3967,4406,27518
3968,4407,27520
3969,4409,27524
3970,4409,27524
3971,4406,27512
3972,4404,27508
3973,4404,27508
3974,4404,27508
3975,4404,27508
3976,4404,27508
3977,4405,27516
3978,4404,27508
3979,4402,27498
3980,4399,27453
3981,4399,27453
3982,4399,27453
3983,4399,27453
3984,4399,27453
3985,4399,27453
3986,4399,27453
3987,4405,27483
3988,4406,27485
3989,4406,27485
3990,4405,27475
3991,4401,27457
3992,4407,27474
3993,4407,27474
3994,4406,27472
3995,4411,27512
3996,4411,27512
3997,4411,27512
3998,4411,27512
3999,4410,27514
4000,4410,27514
4001,4416,27558
4002,4430,27593
4003,4430,27593
4004,4431,27586
4005,4431,27586
4006,4431,27586
4007,4431,27586
4008,4431,27586
4009,4441,27619
4010,4441,27619
4011,4433,27583
4012,4433,27583
4013,4433,27576
4014,4433,27577
4015,4433,27577
4016,4436,27582
4017,4438,27580
4018,4438,27580
4019,4442,27594
4020,4445,27636
4021,4450,27654
4022,4450,27654
4023,4452,27676
4024,4452,27676
4025,4449,27666
4026,4450,27668
4027,4450,27668
4028,4451,27678
4029,4451,27678
4030,4381,27066
4031,4378,27054
4032,4380,27058
4033,4380,27058
4034,4380,27058
4035,4379,27050
4036,4379,27050
4037,4379,27050
4038,4379,27050
4039,4383,27067
4040,4383,27067
4041,4383,27067
4042,4383,27049
4043,4384,27039
4044,4384,27039
4045,4383,27039
4046,4383,27039
4047,4385,27023
4048,4385,27023
4049,4385,27023
4050,4385,27023
4051,4385,27023
4052,4383,27019
4053,4412,27204
4054,4411,27210
4055,4413,27236
4056,4413,27236
4057,4413,27236
4058,4413,27236
4059,4413,27236
4060,4413,27236
4061,4413,27236
4062,4413,27236
4063,4413,27236
4064,4414,27240
4065,4413,27235
4066,4413,27235
4067,4413,27235
4068,4413,27235
4069,4411,27213
4070,4411,27213
4071,4412,27215
4072,4411,27213
4073,4412,27218
4074,4412,27218
4075,4425,27289
4076,4431,27312
4077,4431,27312
4078,4431,27312
4079,4432,27320
4080,4432,27320
4081,4432,27320
4082,4432,27320
4083,4434,27324
4084,4434,27324
4085,4434,27324
4086,4433,27319
4087,4435,27323
4088,4437,27327
4089,4437,27327
4090,4437,27327
4091,4437,27327
4092,4438,27337
4093,4446,27406
4094,4449,27421
4095,4449,27421
4096,4449,27421
4097,4449,27421
4098,4449,27421
4099,4451,27425
4100,4456,27444
4101,4456,27440
4102,4456,27440
4103,4454,27436
4104,4454,27434
4105,4454,27457
4106,4421,27346
4107,4421,27346
4108,4454,27457
4109,4456,27461
4110,4456,27461
4111,4456,27461
4112,4456,27461
4113,4456,27461
4114,4456,27461
4115,4456,27461
4116,4456,27461
4117,4456,27461
4118,4456,27461
4119,4455,27441
4120,4455,27441
4121,4455,27441
4122,4665,33326
4123,4590,32879
4124,4591,32881
4125,4591,32881
4126,4591,32881
4127,4592,32888
4128,4591,32886
4129,4591,32886
